,x_g1,x_g2,x_g3,x_g4,x_g5,x_g6,x_g7,x_g8,x_g9,x_g10,x_g11
0,0.0397735,0.26531792,0.56197214,-0.39312834,-0.85272706,0.30399486,0.43606004,0.72201985,0.9970955,1.0513933,-0.0007864943
5,0.5824261,0.49134302,0.4825228,-0.15355667,1.0986719,-0.64980614,2.495207,0.7383746,-1.1570071,-1.3461335,-0.43839982
8,0.5036464,0.47664905,0.5658786,0.9323459,0.23653297,0.75516194,1.3749118,0.6920399,0.8650683,-0.41493067,-0.5288843
10,-0.57840604,0.4047802,0.53500414,0.096850805,-1.5681678,1.0984674,-0.38583627,0.7655479,0.9879299,1.0144212,-0.55452067
12,0.35690162,0.5098755,0.4562745,-1.3521482,0.17676134,-0.3122116,0.38631892,0.6870068,0.9469495,0.8041983,-0.21949832
14,0.6120708,0.3453914,0.537162,-0.50452036,1.572213,-0.16280457,2.422515,0.7430234,-1.7244836,0.0343819,-0.007843169
16,0.5057428,0.39397457,0.5816017,2.1083133,0.039326653,2.4055772,0.38778013,0.48193988,-1.0972321,-0.37197638,-1.3875626
17,0.5412959,0.40354362,0.5010261,-0.3354321,0.08647019,2.4061842,0.5420913,0.81501436,-0.7988158,0.13237375,-0.6593831
18,0.21759453,0.416733,0.5581397,-0.23227994,-1.140878,-1.1241615,0.57881624,0.803347,0.8916669,0.87617666,-0.5647046
20,0.4903552,0.32888925,0.510548,-0.41889504,-0.7699726,-0.844665,-1.4848566,0.90669125,0.8341703,0.5213623,-0.88859355
29,-0.07780102,0.39588353,0.592213,-1.353164,-0.061689597,-1.4304196,-0.5712602,0.82372266,0.7682566,1.1099217,-0.7430277
32,-0.006329979,0.34562868,0.52919674,0.3033143,-0.68671733,-0.75498945,-1.5637215,0.82052016,0.98551357,0.9471773,-0.65964425
38,0.5193455,0.45239666,0.6011674,-0.2797389,-1.1121862,1.4617467,-1.311704,0.6373556,0.9311913,-1.0887125,-1.0522543
40,0.60453755,0.48079967,0.5577478,0.11321241,0.64471847,0.26367587,-0.06972304,0.8713581,0.5259887,-0.59861577,-0.8225865
43,-0.65044606,0.39587885,0.5236282,-0.72474784,-0.51538795,-1.2829133,-0.22098985,0.66527456,0.9781661,1.1772915,-0.11121465
51,0.58841735,0.40194646,0.49813676,-0.735459,-0.6420367,2.4271896,-0.27388063,0.8000943,-0.53887373,-0.91762656,-1.3603135
55,-0.62474364,0.5226449,0.49767107,-0.0017025258,-0.90841824,-0.65294564,-0.039451297,0.7744127,0.88213515,1.0867492,-0.57205623
61,-0.08607446,0.2882623,0.5267668,-1.6249772,0.19965166,-0.7930524,-1.1924009,0.8113383,1.0138321,1.004855,-1.7505988
62,0.26339653,0.5106339,0.41594407,-0.9546165,-0.5789191,0.8561845,-0.54567796,0.7291621,1.027201,0.64988905,-1.0021756
64,0.66308254,0.40762514,0.6076592,-1.6405514,-0.21616605,2.1567945,0.82345116,0.75077164,-0.6220481,-1.061562,-1.4170854
74,0.5700488,0.4353292,0.60071635,-0.69217414,-0.86410433,0.6979636,1.3627774,0.6851986,0.8558811,-0.74026275,-0.54659986
75,-0.36975121,0.48038843,0.48517272,-0.24515991,0.8842518,0.20771794,-1.1231568,0.7678276,0.9752718,0.9864614,-1.4411523
76,0.51802975,0.35780847,0.67470413,0.08395704,2.4053977,-1.480034,2.4965358,-2.0538065,-1.8680346,-1.8073905,-0.63765967
77,0.08074081,0.3761043,0.5142609,0.6068536,-0.09581744,-1.1261464,-0.27743676,0.7449992,0.961143,1.0240911,-0.28646544
80,0.5148946,0.43963858,0.56471413,-0.53469044,0.5889453,-0.19574206,2.5250788,0.7795433,-0.2957323,-1.173036,-0.89264894
81,0.5830663,0.40856087,0.5160922,0.7108257,2.4359498,-0.6146162,2.4704096,-0.89143896,-1.4111623,-0.84333974,-0.3702785
84,0.61724603,0.5474215,0.37322503,-0.07364437,2.3904192,-0.4714766,2.4394536,-1.3253642,-0.8854732,-0.9115057,-0.6214402
85,0.52157855,0.3650288,0.5264484,1.9101317,-0.20907162,2.4865892,-0.38587487,0.62900907,-0.6609998,-0.92104024,-1.2385839
90,0.45833787,0.47980684,0.5937058,0.33220676,0.3246886,2.201175,-0.58309394,0.81594074,0.20095433,-1.2174975,0.057105377
96,0.54762787,0.43650064,0.5701135,-1.0061802,-0.059048153,-0.49468693,0.027024614,0.7898666,0.84712183,0.017982783,-0.76993376
97,0.6089889,0.35738522,0.42139438,0.28604236,-0.54289764,-0.8641752,-1.2402093,0.8438603,0.92465264,-1.067323,-0.76413274
98,0.22848886,0.52351594,0.5636347,-0.21633759,-1.1601812,-1.8056333,-0.7965435,0.73577595,0.9061973,0.78838307,-0.89843196
105,0.6390028,0.47987708,0.48208955,0.1236265,-0.65100515,0.3474367,0.44518557,0.7651817,0.7810288,-0.20071101,-0.8224607
106,0.48987532,0.4802049,0.4850746,-0.92079926,-0.05609928,-0.62425,0.030865429,0.77002764,0.895449,0.46013632,-0.19990847
110,0.54324627,0.40734905,0.63603264,-0.2928958,2.3914158,-1.1066691,2.4185212,-0.2942428,-1.3885143,-1.3744917,-0.3770958
112,0.56212986,0.4997674,0.4838306,-0.7572565,-0.5829278,-1.0304596,-1.1403614,0.85563606,0.7637845,-1.288471,0.09951981
113,0.064574994,0.44707057,0.43476704,-1.4860631,-0.036373034,-0.07056108,-0.6190466,0.76059675,0.9528518,1.0439359,-1.0216997
115,0.5283413,0.4723831,0.59822863,-0.7069965,0.4583805,0.46770018,-0.0022256158,0.7182745,0.8592698,0.06835655,-1.3191568
116,0.5555546,0.43016967,0.49764308,-1.0998102,-1.5607771,2.2469409,-0.47630563,0.7850693,0.5150235,-1.6459502,-1.2915928
121,0.4341203,0.5021295,0.38224304,0.84328204,0.31227556,-0.47321668,-0.74180186,0.81936973,0.91953933,0.44621608,-0.9136546
122,0.64351565,0.4122898,0.58728063,0.23082066,2.4252636,-1.2724887,2.0335646,-0.18768632,-0.12301728,-0.37737224,-0.14251377
124,0.58382475,0.5884421,0.47270736,-0.20098755,2.4910192,-0.09150853,2.0491946,-1.4543293,-1.6910709,-0.8351134,-0.38689244
125,-0.73495144,0.47914115,0.42175516,-0.95197165,-1.4211379,0.5731867,0.6629618,0.7945146,0.92071426,1.1151286,-1.0180086
128,0.6817454,0.3628092,0.49346814,0.5780332,0.18643749,2.4324436,-0.5078476,0.6969179,-1.6130633,-0.46022472,-1.1273352
130,0.42537805,0.47062582,0.49372113,-1.1175187,0.013107599,1.2614923,0.59799564,0.8340231,0.86608243,0.11586797,-0.33417594
132,-0.44155735,0.4754497,0.46999827,0.42497793,-0.59819084,-0.9323164,0.6229269,0.7882417,0.93852514,1.019583,0.28129604
137,0.62732774,0.4040057,0.48781323,-0.7546881,-0.9816274,-1.3089352,-0.024339918,0.7641898,0.914438,-1.0694734,-1.4896287
151,0.6219776,0.5699415,0.63286704,-0.44346863,-1.525378,0.732597,-0.59915984,0.83275956,-0.14095815,-0.39890647,-1.5873568
162,-1.1817349,0.45223096,0.41019708,-0.044611853,-0.00069829385,-1.3182603,-0.31641662,0.81832683,0.9276359,1.1439295,-0.88790077
167,0.538378,0.3785141,0.44623172,-0.15603697,-0.92479867,-0.8680946,-1.5703827,0.81620365,0.99612886,-1.169563,-0.8285707
172,0.68578964,0.27167296,0.60509586,-1.3519793,-0.2599582,0.47262713,-0.006547501,0.7848785,0.77616394,-0.46684483,-1.4532181
175,0.5544928,0.4837253,0.5714328,0.22638102,-1.1148161,0.116479725,-0.5993503,0.8053202,0.78495836,-0.8458814,-1.1239313
178,-0.14216007,0.49489868,0.3998903,-0.49340895,0.23291978,-1.7034014,0.017189516,0.76757497,0.92258877,1.0995023,-1.3663905
182,0.59741294,0.3938022,0.40238172,0.59489065,2.4113688,0.575713,2.5696695,-1.4468671,-0.3351348,-0.25985923,-0.31473774
184,-0.091128714,0.40260947,0.56734765,-0.2804357,-0.25216517,-0.9534321,0.42621332,0.8437589,0.873126,0.9942216,-1.2086527
188,0.5525321,0.47370377,0.3001231,-0.25484398,-1.6064696,1.3389897,0.6645265,0.81771266,0.9176483,-0.42640302,-0.86579484
191,0.55626416,0.35317862,0.58346915,-1.2448975,2.2018828,-0.41514334,2.6152182,0.23212202,-1.6531055,-1.7312516,-1.1574559
194,0.67604357,0.5961963,0.5716146,0.051256076,2.112121,-0.40541255,2.2348871,-1.9516258,-1.6187541,-0.7279578,-0.8914927
195,0.3142588,0.45160678,0.71916926,-0.5714329,-0.048165694,-0.43750107,0.34861106,0.6983695,0.8852766,0.44944364,0.05323944
197,0.6170977,0.394345,0.48531112,-0.39713147,2.4309213,-1.285269,2.5044131,-1.2401332,-0.8365603,-0.7090977,-0.622899
198,-0.29672813,0.3530281,0.52396226,-1.5436728,-0.59568197,-0.11244122,-0.40946147,0.86250234,0.9934096,0.94425946,-1.6923541
206,0.504499,0.40928096,0.5867132,-0.591673,-0.19991334,-1.2019141,1.3185338,0.80579114,0.86744577,-1.8808796,-1.4395455
208,0.68647254,0.36064136,0.64397615,-0.10632284,0.016493905,1.8713055,-0.4432146,0.8194254,-0.4918233,-0.5632594,-0.74052167
211,0.6512217,0.42203033,0.70428073,-0.32879826,2.4510288,-1.3769302,1.676744,-1.4928882,-0.6018558,-1.1430216,-0.4554279
212,0.6205737,0.41320747,0.5661575,-0.3602012,-1.6741749,-1.5821482,1.8887453,0.63221675,0.8082763,-0.06435196,-0.8825272
216,0.70469475,0.557873,0.59981066,-0.3408608,-0.36354962,-0.68659824,0.24146199,0.7949372,-0.8426662,-0.8680248,0.108805604
217,0.44686213,0.50370884,0.526484,-0.21063085,-0.40853384,-1.4953698,0.22513756,0.6929911,0.939761,0.517838,-0.91596085
218,0.50892276,0.4964622,0.42725754,0.66430527,2.3590226,-0.058726676,2.6236143,-0.40539712,-1.7762603,-0.7554366,-1.5354962
222,0.51747435,0.48945504,0.43899718,1.2618093,-0.46988654,2.410772,-1.1467332,0.78462094,-0.45135814,-0.7396743,-0.28767857
223,-0.16173667,0.5211603,0.48718825,-0.76889664,-1.6020236,-0.7059514,-1.2010671,0.75339055,0.9437507,0.9993657,-0.5077628
224,0.5209053,0.45004818,0.51640457,-0.9636219,1.3760655,-0.7190674,2.5402262,0.7642579,-1.1755852,-0.96794957,-0.81044436
232,0.5896656,0.43280452,0.5017115,-0.0073680044,0.3576366,-0.8588496,-0.60728145,0.70422435,0.95439696,-1.5548669,-0.06011287
236,-0.45168257,0.38256216,0.40656945,-1.6927992,0.0630186,0.016640315,-1.0903563,0.8644682,0.909824,1.1401359,-0.7814941
238,0.5718256,0.4522303,0.50774395,-0.12871309,-0.26646376,-0.54893947,-1.5753301,0.781972,0.87856764,-0.083937176,-0.6388694
240,-0.10133584,0.45768663,0.49295983,-0.65195584,-0.61834294,0.08734,-0.37479004,0.7745803,0.8783919,1.1020449,-0.98464006
241,0.4151247,0.49684688,0.43026066,-0.95950127,-0.058059584,-0.27934873,-1.2440928,0.80057,0.93732375,0.5248655,-0.42727914
243,-0.18292373,0.35815638,0.6165687,-1.1406803,-0.66048115,-0.47215235,-0.02330678,0.76814276,0.96936876,0.99275756,-0.9194076
245,0.52752465,0.492463,0.5647749,-0.14208336,-1.206829,0.48633882,0.43627304,0.8968329,0.58987886,-0.6557393,-0.028913818
248,0.19084771,0.4196301,0.51323897,0.17378137,-0.44714075,-0.2897753,-0.90390027,0.86682814,0.9160855,0.78064513,-1.3533539
253,-0.58264434,0.32037657,0.3851771,0.52465105,-1.4439082,-1.1687626,-0.99274766,0.8504248,0.960256,1.1667285,-0.77477825
263,-0.5894675,0.51367885,0.4127293,-0.3424782,-0.9702766,-0.39695668,-1.8289124,0.8468826,0.8441319,1.116695,-1.0085996
264,0.5415737,0.46469042,0.4990155,-0.8081183,-0.95603883,0.49258015,-0.030132694,0.69768304,0.9318705,0.36917216,-0.57013804
268,0.58285236,0.42153302,0.38903755,-0.08413641,2.4731753,-0.9358031,2.5556917,-1.1271495,-0.6490464,-0.5525804,-0.54122275
270,0.57789147,0.47930372,0.5136458,-0.44780526,1.0625826,-0.06941454,2.5537093,0.69294864,-1.501502,-1.4138755,-0.8225483
272,-0.52712756,0.2539416,0.44849133,0.5148512,0.6275175,0.062106505,-0.8693806,0.82599425,0.934535,1.1783706,0.18978362
281,0.4763962,0.50165004,0.47043833,-0.99944663,0.27573904,-0.50692934,1.8825175,0.73213756,0.87267935,-1.1189969,0.03521116
286,0.67759734,0.40914157,0.47392413,0.10662304,-0.3007148,1.4004444,-0.3607017,0.69841343,0.83096266,-0.52936584,-0.6025645
289,0.47849178,0.3924666,0.6287243,-0.8560697,0.42584243,2.3072186,0.3359211,0.77828443,0.3243225,-0.65510195,-1.0026128
299,0.5235328,0.47537386,0.6068636,-0.45161736,2.5469773,-0.16344577,2.087814,-0.8231188,-1.5201647,-0.67747366,-0.43854204
300,0.32984555,0.35640642,0.48902637,-1.0362184,0.77921754,-0.21329632,0.34732965,0.8324529,0.9639798,0.6965674,-0.8672325
303,0.34579393,0.32208326,0.51230395,-1.0505954,-0.9412263,0.33536783,-0.7626506,0.8689246,0.92999625,0.72478455,-0.51750356
304,-0.14786911,0.40567538,0.47089982,-0.13214335,-0.17902343,0.7009551,-0.28763628,0.8311596,0.975437,0.96578896,-1.0914454
311,0.4848853,0.4820436,0.43586585,-0.89334744,2.4434543,-0.016705133,2.555409,-0.5431032,-0.85588187,-0.8243729,0.33327398
314,0.5552726,0.29817972,0.6051469,1.8827264,-1.4449723,2.1803317,-0.13766015,0.778857,-0.41568637,-0.94275934,-0.24599099
320,0.5471736,0.56153613,0.5189823,-1.0644704,-0.84596294,2.3016193,-0.6458258,0.73409355,-1.0141302,-0.086977266,-0.14093626
321,0.50726646,0.36166963,0.5850383,-0.56507146,0.28297877,-0.44637775,-0.040793754,0.64733803,0.9556468,0.6702296,-1.2920961
323,0.65951043,0.4164382,0.63069195,-0.48232526,-0.9337815,-0.64292955,0.84146667,0.69716215,0.7630022,-1.5492808,-1.4135505
326,0.5908888,0.5182996,0.59289867,0.53978,-0.1263059,1.3355101,-0.3950386,0.7733817,0.5742424,-1.2453514,-0.7393574
329,0.584608,0.5220626,0.69485956,0.3491145,0.00060193817,-0.87228775,1.8308347,0.74508554,0.06697357,-0.91523653,-0.5884737
333,0.5969424,0.37811738,0.28683335,-0.74150157,-0.34636617,-0.038282,-1.3307756,0.79194903,0.9863585,0.4383441,-1.5324868
335,0.28319287,0.543109,0.5451492,0.042478394,-0.27980998,0.18837647,0.31481794,0.67365086,0.8926676,0.82247406,-1.135454
339,0.5854453,0.40441024,0.53099144,-1.3903989,0.58721304,-1.2056347,2.574535,0.7482132,-0.9427338,-0.5269071,-0.8931615
344,0.80111015,0.53124607,0.44570902,0.25034544,1.4437888,0.707259,2.4507709,-0.62648976,-1.2119678,-0.3669749,-0.15085292
346,0.33693463,0.3841136,0.67049575,-0.15010329,-1.5177108,0.52646834,0.35172087,0.8088266,0.9463652,-0.48518994,-0.9569594
349,0.590208,0.43768638,0.7465257,0.23716277,-0.38429874,0.48529074,0.15585287,0.7935492,0.43277916,-0.80505586,-1.7401955
362,0.5087775,0.41930205,0.47388148,1.3922217,-1.2919407,2.3962848,-0.8546029,0.84016526,-0.92091334,-1.122847,-1.1482397
363,0.5884137,0.44870654,0.40484014,0.18462509,2.385764,-1.0374705,2.612205,-0.90318155,-1.0884932,-0.9209735,-1.481701
364,-0.6603946,0.3038314,0.55177784,-0.30329123,-0.35252804,-0.63998157,-0.32509694,0.77621394,0.93406594,1.1717657,-0.15241268
365,0.66263413,0.5850706,0.5230463,-0.9365714,2.3754504,-0.8065997,1.8937805,-1.4226501,-0.6009502,-0.488067,-0.17293477
371,0.50754267,0.50029546,0.5855537,-1.0147917,0.2459144,2.210945,0.7774685,0.6825514,0.45624974,-0.3420724,-0.26790157
373,0.56580716,0.44976607,0.57358724,-1.233863,2.4795113,0.3647355,2.303481,-1.0941967,-1.0508394,-1.1144937,-0.68168324
374,0.50507575,0.4500551,0.52926785,0.7377597,0.53984916,2.4291503,0.31588775,0.7702182,-0.603154,-0.30164504,-0.63488287
375,-0.49257725,0.43970773,0.44209683,0.13168693,0.1123727,-0.22769743,-0.951203,0.7967103,0.93625385,1.1185269,-0.71192455
378,0.4836596,0.5002176,0.46908838,-0.91262895,0.32317266,2.425078,-1.5497999,0.8128434,-0.9503702,-0.0234247,-0.5698103
379,0.5690205,0.4710433,0.59301615,-0.7336891,-0.8192967,-0.37663704,-0.1847807,0.6962118,0.877516,-0.119003266,-1.0416814
382,0.60468626,0.45111927,0.40880343,2.1592658,-1.5172237,2.2672207,-0.45045087,0.5855108,-1.1577183,-1.5863069,-1.5167413
384,0.59831876,0.4544218,0.5928147,0.12314935,-0.5766763,-0.85209453,1.3436754,0.76402694,0.7046543,-1.2263371,0.109246746
388,0.61616373,0.45415175,0.6519483,-0.97636,2.4704683,-1.2523023,1.9509851,-1.7527649,-0.748326,-0.44044808,-0.8807588
390,0.58554375,0.47325152,0.423902,1.5242058,-1.342935,2.39718,1.1001941,0.69417083,-1.9558363,-0.5864416,-0.48891488
394,0.52319837,0.40140364,0.41533843,-1.31143,-1.1949818,2.0249302,-1.4430082,0.7709823,0.8763982,-1.096518,-0.62163275
396,0.63658905,0.50997734,0.39181727,0.21016817,-0.1346001,0.13415848,-1.4950213,0.76713115,0.8488539,-0.7592161,-1.1038501
397,0.5822172,0.47919312,0.5897613,-0.572116,0.50797814,-1.7220376,2.403902,0.7493262,-1.5184387,-1.2121013,-0.541786
399,0.5234375,0.49563593,0.52976966,-1.219126,-0.06565324,-0.38846955,-0.7942757,0.8093588,0.8498138,-0.7025628,-0.45663062
400,0.56383973,0.3437514,0.5196385,0.34075072,-0.450233,2.3283453,0.17499937,0.80965793,0.35931772,-0.65212697,-0.970901
401,0.5178966,0.37609938,0.49129984,0.30030507,-0.6955057,-0.70717484,-0.99137104,0.7851418,0.8678295,0.73985076,-0.7601043
409,-0.040424265,0.33828166,0.5088723,0.16491641,1.1076611,-1.2987884,0.15912363,0.7775918,0.9743073,1.0166202,-0.8626629
412,0.58602965,0.43555197,0.41888833,-0.8246003,-1.7114555,2.2633429,0.18272972,0.8769249,0.0038505413,-1.4341375,-0.2879169
413,-0.022703312,0.38729194,0.3015531,-0.61333054,-1.0133193,-0.22612585,-0.8839986,0.7970457,1.0420254,1.0528712,-0.577003
415,0.54260546,0.3740196,0.4610161,0.012647098,-0.85900337,1.8969722,-0.048167724,0.7851085,0.85956186,-1.0952189,-0.33832493
419,0.6564772,0.38202137,0.42888767,0.13316937,-0.17313339,0.41523322,-0.5811413,0.8560232,0.8051967,-1.1138017,-0.8644509
420,0.5507273,0.40036175,0.55004174,-0.20293193,-1.0356207,-0.3704977,-1.24472,0.783481,0.9256554,-0.4172008,-1.1631801
421,0.273044,0.40907893,0.56390786,-0.7029029,-0.27892366,-0.40592468,-0.107577875,0.73450583,0.9941455,0.749649,-0.8310829
424,0.5412041,0.3753202,0.35471335,-0.6079468,0.4800447,1.5281938,-0.25495723,0.80779505,0.92907625,0.3200691,-1.5588825
425,0.49029735,0.45400968,0.57554966,0.28091893,-0.53436935,-0.1334912,0.2422773,0.769444,0.90689117,-0.32762858,-0.39906636
429,0.59271145,0.4912449,0.4203751,-0.86027753,-1.3999985,-0.5944188,-0.818543,0.7651106,0.9124068,-0.27587584,-0.79408205
430,0.5509364,0.5153084,0.5716871,-0.5173905,-0.5831961,-0.64600146,2.1386168,0.8701018,-0.9187414,-0.8458976,-0.99601376
431,0.6499826,0.31601322,0.53539133,-1.0627466,2.4440672,0.20797285,2.412832,-0.9142394,-1.1301302,-0.41249865,-0.011970936
435,0.59205526,0.5411639,0.41418573,1.243167,0.14303792,2.1482894,0.050242912,0.81577414,-1.0982152,-0.93731177,-0.19103923
436,0.49899864,0.4901381,0.5075438,-0.837299,-1.0622011,1.3943206,-0.7041859,0.75284135,0.8918105,-0.3045649,-0.5353991
438,0.026620712,0.43875146,0.51569766,-1.5256536,0.6309281,0.73488444,-0.68724555,0.78591543,0.8768594,1.0179874,-0.3251268
440,0.46922132,0.41843188,0.5618471,-0.2602945,0.1895743,1.0395703,-0.6026252,0.6139963,0.9598184,0.6163962,-0.005556534
445,-0.08284518,0.4528088,0.4937112,-0.46328247,0.68413883,-0.70025116,-0.96041054,0.6214678,1.0055021,1.059266,0.16322568
446,0.5108659,0.40804216,0.6507168,-0.9056162,2.3745205,0.061806086,2.417169,-0.12823166,-0.8436889,-0.53735864,-0.30565873
447,0.54427207,0.31118733,0.5218771,-0.05266487,2.4638684,0.7901348,2.5323074,-0.15244803,-1.4503267,-0.44946218,-0.72273666
448,0.46386987,0.38379225,0.5783524,0.3734605,-1.2089074,0.55838984,-1.0111346,0.8101849,0.86452615,0.5170051,-1.221155
451,-0.0043085488,0.55106103,0.5458778,-1.456908,-0.8369469,-1.1530433,0.4715072,0.69935906,0.9052406,0.9524252,-0.5091065
453,0.6195258,0.62091094,0.46840632,-0.11561052,2.461325,-0.9976203,1.8407966,-1.0106698,-1.0315642,-0.8680876,-0.66573185
454,0.4459142,0.40968192,0.41009268,-1.0155689,-0.26235327,-0.27752227,0.22295213,0.7780804,0.94637096,0.7867706,-1.1547025
457,0.49851838,0.4882767,0.47007704,1.5193942,-1.2612729,2.3998117,-0.14203823,0.77269304,-1.0300907,-1.1250529,-1.2849088
458,0.6337519,0.50528973,0.46626234,-0.17479813,0.03153053,2.1664622,-0.38813132,0.8143366,-0.67555386,-1.3647127,-0.3095479
460,0.5050874,0.36519295,0.53922147,-0.6591754,-1.4931698,-0.08885244,0.99428296,0.84845144,0.7656498,0.6626378,-1.0693729
463,0.6282405,0.4205734,0.4488686,-1.1029031,2.4975235,0.25348794,2.2768314,-1.9519619,-0.116123706,-0.9956875,0.2511108
466,0.5543308,0.46953732,0.47700864,-0.9667217,-0.6161194,-0.9424862,-1.4340199,0.70526487,0.9439866,0.04633257,0.3438933
470,0.63418466,0.4495375,0.35420766,0.5797816,-0.90493643,2.0867605,-0.19411923,0.7468757,0.65544164,-1.2803427,0.12566896
473,0.22056058,0.44299442,0.5747894,-1.3322736,-1.0114187,-0.63817936,1.4124998,0.7748473,0.81830555,0.90778804,-1.7200751
485,0.58686846,0.48991132,0.5957854,-0.75337446,-0.86688834,-0.9530584,-1.1107506,0.7071614,0.83564293,-0.45947987,-0.55913174
